Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-24T21:39:15.145Z","On-Demand","gpt-5","No","0","57878","213284","1509","272671","0.06"
"2025-10-24T21:35:21.682Z","On-Demand","gpt-5","No","0","58975","134003","2520","195498","0.07"
"2025-10-24T21:19:23.468Z","On-Demand","claude-4.5-sonnet-thinking","No","79356","97961","4060348","11795","4249460","1.71"
"2025-10-24T21:13:23.069Z","On-Demand","claude-4.5-sonnet-thinking","No","4784","93788","652185","833","751590","0.24"
"2025-10-24T21:11:09.828Z","On-Demand","claude-4.5-sonnet-thinking","No","8694","92970","636799","614","739077","0.25"
"2025-10-24T21:05:10.630Z","On-Demand","claude-4.5-sonnet-thinking","No","140831","88785","957948","3133","1190697","0.88"
"2025-10-24T21:02:41.284Z","On-Demand","claude-4.5-sonnet-thinking","No","133364","87366","615438","5259","841427","0.78"
"2025-10-24T20:58:34.569Z","On-Demand","claude-4.5-sonnet-thinking","No","144934","76239","961724","6621","1189518","0.95"
"2025-10-24T20:49:17.023Z","On-Demand","claude-4.5-sonnet-thinking","No","124135","71146","1259","5515","202055","0.53"
"2025-10-24T20:36:15.751Z","On-Demand","claude-4.5-sonnet-thinking","No","125069","55457","629352","5123","815001","0.75"
"2025-10-24T20:13:29.569Z","On-Demand","claude-4.5-sonnet-thinking","No","77642","39608","901122","7889","1026261","0.69"
"2025-10-24T20:03:38.581Z","On-Demand","claude-4.5-sonnet-thinking","No","83398","2956","1344440","14871","1445665","0.94"
"2025-10-24T19:58:56.816Z","On-Demand","gemini-2.5-pro","No","0","101404","133433","1810","236647","0.07"
"2025-10-24T19:54:25.405Z","On-Demand","gemini-2.5-pro","No","0","106956","251230","998","359184","0.12"
"2025-10-24T19:51:46.416Z","On-Demand","gemini-2.5-pro","No","0","94770","124778","880","220428","0.07"
"2025-10-24T19:49:56.203Z","On-Demand","gemini-2.5-pro","No","0","209308","1204","3288","213800","0.20"
"2025-10-24T19:48:16.634Z","On-Demand","gpt-5","No","0","87355","120730","1942","210027","0.05"
"2025-10-24T19:47:30.842Z","On-Demand","gpt-5","No","0","88900","237299","209","326408","0.05"
"2025-10-24T19:44:55.721Z","On-Demand","gpt-5","No","0","92062","111712","2702","206476","0.06"
"2025-10-24T19:39:27.035Z","On-Demand","gpt-5","No","0","107748","112545","3057","223350","0.09"
"2025-10-24T19:37:48.803Z","On-Demand","claude-4.5-sonnet-thinking","No","118287","76740","154898","549","350474","0.51"
"2025-10-24T19:35:15.603Z","On-Demand","claude-4.5-sonnet-thinking","No","291327","109465","1174799","6249","1581840","1.55"
"2025-10-24T19:34:41.570Z","On-Demand","gemini-2.5-pro","No","0","111488","284474","783","396745","0.12"
"2025-10-24T19:32:38.085Z","On-Demand","gemini-2.5-pro","No","0","113778","279345","1040","394163","0.12"
"2025-10-24T19:30:13.040Z","On-Demand","gemini-2.5-pro","No","0","134591","115006","436","250033","0.09"
"2025-10-24T19:27:25.444Z","On-Demand","gemini-2.5-pro","No","0","92362","224324","369","317055","0.09"
"2025-10-24T19:25:00.489Z","On-Demand","gemini-2.5-pro","No","0","206743","109704","294","316741","0.20"
"2025-10-24T19:24:04.916Z","On-Demand","gemini-2.5-pro","No","0","103771","210228","192","314191","0.10"
"2025-10-24T19:13:23.476Z","On-Demand","gemini-2.5-pro","No","0","85590","208856","895","295341","0.09"
"2025-10-24T19:12:21.488Z","On-Demand","gemini-2.5-pro","No","0","94375","194460","380","289215","0.10"
"2025-10-24T19:09:29.012Z","On-Demand","gemini-2.5-pro","No","0","88133","259817","868","348818","0.13"
"2025-10-24T19:07:50.781Z","On-Demand","gemini-2.5-pro","No","0","67420","169215","283","236918","0.07"
"2025-10-24T19:06:48.749Z","On-Demand","gemini-2.5-pro","No","0","155035","245696","529","401260","0.21"
"2025-10-24T19:05:49.441Z","On-Demand","gemini-2.5-pro","No","0","136884","4837","541","142262","0.11"
"2025-10-24T19:04:17.822Z","On-Demand","gemini-2.5-pro","No","0","10436","178011","932","189379","0.08"
"2025-10-24T19:02:47.974Z","On-Demand","gemini-2.5-pro","No","0","158215","142649","1823","302687","0.12"
"2025-10-24T19:00:27.293Z","On-Demand","gpt-5","No","0","123236","635095","2376","760707","0.13"
"2025-10-24T18:57:54.803Z","On-Demand","gpt-5","No","0","261694","155673","967","418334","0.24"
"2025-10-24T18:56:45.849Z","On-Demand","gpt-5","No","0","257813","3887","789","262489","0.21"
"2025-10-24T18:56:36.841Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","108751","1199","530","110480","0.02"
"2025-10-24T18:48:58.238Z","On-Demand","gemini-2.5-pro","No","0","145171","1207","628","147006","0.19"
"2025-10-24T18:23:54.515Z","On-Demand","gemini-2.5-pro","No","0","77548","1257","155","78960","0.01"
"2025-10-24T18:16:00.439Z","On-Demand","gemini-2.5-pro","No","0","64977","524823","2504","592304","0.23"
"2025-10-24T18:14:31.948Z","On-Demand","gemini-2.5-pro","No","0","37901","66599","1530","106030","0.04"
"2025-10-24T18:11:02.583Z","On-Demand","gemini-2.5-pro","No","0","39584","62883","683","103150","0.04"
"2025-10-24T18:08:46.603Z","On-Demand","gemini-2.5-pro","No","0","47761","366328","890","414979","0.14"
"2025-10-24T18:07:56.909Z","On-Demand","gemini-2.5-pro","No","0","38116","59082","536","97734","0.03"
"2025-10-24T18:05:05.955Z","On-Demand","gemini-2.5-pro","No","0","35903","58989","1150","96042","0.04"
"2025-10-24T18:04:27.982Z","On-Demand","gemini-2.5-pro","No","0","31374","1190","22","32586","0.005"
"2025-10-24T18:01:35.394Z","On-Demand","claude-4.5-sonnet-thinking","No","69186","42092","64501","5024","180803","0.39"
"2025-10-24T17:49:05.902Z","On-Demand","claude-4.5-sonnet-thinking","No","64092","60469","332147","9119","465827","0.66"
"2025-10-24T15:47:08.962Z","On-Demand","gemini-2.5-pro","No","0","110706","123274","590","234570","0.14"
"2025-10-24T15:46:22.985Z","On-Demand","gemini-2.5-pro","No","0","68059","94306","306","162671","0.07"
"2025-10-24T15:44:24.045Z","On-Demand","gemini-2.5-pro","No","0","84940","40517","762","126219","0.11"
"2025-10-24T15:43:29.163Z","On-Demand","gemini-2.5-pro","No","0","119368","206556","323","326247","0.17"
"2025-10-24T15:42:37.834Z","On-Demand","gemini-2.5-pro","No","0","176860","1848","465","179173","0.18"
"2025-10-24T15:39:31.341Z","On-Demand","claude-4.5-sonnet-thinking","No","12003","43484","866149","4940","926576","0.41"
"2025-10-24T15:38:19.596Z","On-Demand","claude-4.5-sonnet-thinking","No","8669","36393","288802","1397","335261","0.15"
"2025-10-24T15:37:37.310Z","On-Demand","claude-4.5-sonnet-thinking","No","9663","36984","129615","724","176986","0.11"
"2025-10-24T15:35:21.702Z","On-Demand","claude-4.5-sonnet-thinking","No","67329","56175","500454","4478","628436","0.56"
"2025-10-24T15:34:10.547Z","On-Demand","gemini-2.5-pro","No","0","25017","91729","866","117612","0.05"
"2025-10-24T15:33:18.840Z","On-Demand","gemini-2.5-pro","No","0","17012","30211","1023","48246","0.02"
"2025-10-24T15:31:44.137Z","On-Demand","gemini-2.5-pro","No","0","15398","30752","1246","47396","0.03"
"2025-10-24T15:28:21.989Z","On-Demand","gemini-2.5-pro","No","0","38916","5185","966","45067","0.05"
"2025-10-24T15:23:37.897Z","On-Demand","gemini-2.5-pro","No","0","8185","177711","298","186194","0.07"
"2025-10-24T15:21:58.363Z","On-Demand","gemini-2.5-pro","No","0","320827","1181","4142","326150","0.26"
"2025-10-24T15:12:25.525Z","On-Demand","gpt-5","No","0","166718","595393","4150","766261","0.19"
"2025-10-24T15:12:15.679Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","123647","1217","1074","125938","0.02"
"2025-10-24T15:07:07.855Z","On-Demand","gemini-2.5-pro","No","0","104733","125758","887","231378","0.07"
"2025-10-24T15:05:20.385Z","On-Demand","gemini-2.5-pro","No","0","115307","241461","824","357592","0.12"
"2025-10-24T15:03:43.993Z","On-Demand","gemini-2.5-pro","No","0","11823","110164","415","122402","0.05"
"2025-10-24T15:00:57.980Z","On-Demand","gemini-2.5-pro","No","0","120374","301432","1032","422838","0.16"
"2025-10-24T14:57:15.966Z","On-Demand","gemini-2.5-pro","No","0","176342","1218","935","178495","0.15"
"2025-10-24T14:49:22.050Z","On-Demand","claude-4.5-sonnet-thinking","No","26661","61194","749187","5020","842062","0.52"
"2025-10-24T14:42:58.393Z","On-Demand","claude-4.5-sonnet-thinking","No","19630","26282","233711","3089","282712","0.26"
"2025-10-24T14:41:43.235Z","On-Demand","claude-4.5-sonnet-thinking","No","13874","2300","52859","556","69589","0.08"
"2025-10-24T14:40:18.319Z","On-Demand","claude-4.5-sonnet-thinking","No","98693","85438","1403471","4937","1592539","0.94"
"2025-10-24T14:37:30.260Z","On-Demand","claude-4.5-sonnet-thinking","No","1040","62527","100890","1081","165538","0.06"
"2025-10-24T14:35:51.382Z","On-Demand","claude-4.5-sonnet-thinking","No","14644","62017","86263","1645","164569","0.11"
"2025-10-24T14:31:46.192Z","On-Demand","claude-4.5-sonnet-thinking","No","24973","64832","425541","5364","520710","0.35"
"2025-10-24T14:29:41.935Z","On-Demand","claude-4.5-sonnet-thinking","No","27287","66268","422398","2244","518197","0.34"
"2025-10-24T14:26:27.083Z","On-Demand","claude-4.5-sonnet-thinking","No","29100","46471","164562","3058","243191","0.30"
"2025-10-24T14:20:53.505Z","On-Demand","claude-4.5-sonnet-thinking","No","48530","14838","370890","5043","439301","0.41"
"2025-10-24T14:20:24.936Z","On-Demand","gemini-2.5-pro","No","0","40157","1194","160","41511","0.04"
"2025-10-24T14:18:21.849Z","On-Demand","gemini-2.5-pro","No","0","13115","82089","960","96164","0.05"
"2025-10-24T14:17:11.189Z","On-Demand","gemini-2.5-pro","No","0","95560","11274","842","107676","0.11"
"2025-10-24T14:14:47.803Z","On-Demand","gemini-2.5-pro","No","0","215702","163889","1608","381199","0.19"
"2025-10-24T14:13:16.789Z","On-Demand","gemini-2.5-pro","No","0","145050","803169","1451","949670","0.32"
"2025-10-24T14:11:04.512Z","On-Demand","gemini-2.5-pro","No","0","440594","152217","1750","594561","0.49"
"2025-10-24T14:08:57.831Z","On-Demand","gpt-5","No","0","117274","307592","411","425277","0.06"
"2025-10-24T14:08:13.161Z","On-Demand","gpt-5","No","0","113976","304888","320","419184","0.06"
"2025-10-24T14:07:12.663Z","On-Demand","gpt-5","No","0","256726","8100","436","265262","0.20"
"2025-10-24T14:07:00.920Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","899","110019","51","110969","0.004"
"2025-10-24T14:06:54.455Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","109730","1188","51","110969","0.02"
"2025-10-24T14:06:46.098Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","109792","1188","51","111031","0.02"
"2025-10-24T14:03:13.536Z","On-Demand","gemini-2.5-pro","No","0","114118","148155","1057","263330","0.08"
"2025-10-24T14:01:16.543Z","On-Demand","gemini-2.5-pro","No","0","105240","1216","231","106687","0.02"
"2025-10-24T13:59:46.419Z","On-Demand","gemini-2.5-pro","No","0","108767","144236","820","253823","0.07"
"2025-10-24T13:58:38.644Z","On-Demand","gemini-2.5-pro","No","0","102932","143408","849","247189","0.07"
"2025-10-24T13:57:51.896Z","On-Demand","gemini-2.5-pro","No","0","117244","275780","1285","394309","0.13"
"2025-10-24T13:53:24.572Z","On-Demand","gemini-2.5-pro","No","0","12846","232226","1107","246179","0.07"
"2025-10-24T13:50:59.504Z","On-Demand","gemini-2.5-pro","No","0","228712","131645","1965","362322","0.24"
"2025-10-24T13:24:58.923Z","On-Demand","gemini-2.5-pro","No","0","87185","127409","160","214754","0.05"
"2025-10-24T13:24:33.845Z","On-Demand","gemini-2.5-pro","No","0","86278","1186","276","87740","0.01"
"2025-10-24T13:02:34.391Z","On-Demand","gemini-2.5-pro","No","0","85450","1185","26","86661","0.01"
"2025-10-24T12:55:16.964Z","On-Demand","gemini-2.5-pro","No","0","211409","120823","759","332991","0.21"
"2025-10-24T12:49:43.580Z","On-Demand","gpt-5-high","No","0","207166","4360","2072","213598","0.18"
"2025-10-24T12:43:17.539Z","Included","claude-4-sonnet","No","0","2208","0","95","2303","0.01"
"2025-10-24T12:34:52.183Z","On-Demand","gemini-2.5-pro","No","0","84909","116417","1502","202828","0.07"
"2025-10-24T12:30:01.491Z","On-Demand","gemini-2.5-pro","No","0","191347","4932","1846","198125","0.17"
"2025-10-24T12:15:30.740Z","On-Demand","gemini-2.5-pro","No","0","82795","113216","517","196528","0.06"
"2025-10-24T12:12:21.190Z","On-Demand","gemini-2.5-pro","No","0","185117","4890","785","190792","0.15"
"2025-10-23T23:43:16.380Z","On-Demand","gemini-2.5-pro","No","0","79480","104678","1601","185759","0.06"
"2025-10-23T23:39:22.333Z","On-Demand","gemini-2.5-pro","No","0","76785","203918","942","281645","0.09"
"2025-10-23T23:38:16.774Z","On-Demand","gemini-2.5-pro","No","0","73966","100743","249","174958","0.05"
"2025-10-23T23:37:30.421Z","On-Demand","gemini-2.5-pro","No","0","80854","92690","312","173856","0.06"
"2025-10-23T23:34:36.912Z","On-Demand","gemini-2.5-pro","No","0","76595","180822","1046","258463","0.09"
"2025-10-23T23:33:53.090Z","On-Demand","gemini-2.5-pro","No","0","66153","176555","488","243196","0.08"
"2025-10-23T23:32:52.725Z","On-Demand","gemini-2.5-pro","No","0","61924","85046","837","147807","0.05"
"2025-10-23T23:31:08.166Z","On-Demand","gemini-2.5-pro","No","0","61276","81228","679","143183","0.05"
"2025-10-23T23:29:35.352Z","On-Demand","gemini-2.5-pro","No","0","141080","162723","798","304601","0.18"
"2025-10-23T23:00:33.484Z","On-Demand","gemini-2.5-pro","No","0","137116","77642","167","214925","0.14"
"2025-10-23T22:59:45.044Z","On-Demand","gemini-2.5-pro","No","0","49570","1173","21","50764","0.01"
"2025-10-23T22:59:08.857Z","On-Demand","gemini-2.5-pro","No","0","50927","152961","137","204025","0.06"
"2025-10-23T22:58:37.112Z","On-Demand","gemini-2.5-pro","No","0","124644","77161","117","201922","0.13"
"2025-10-23T22:58:16.945Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","93189","48513","1203","166","143071","0.36"
"2025-10-23T22:55:33.682Z","On-Demand","claude-4.5-sonnet-thinking","No","74683","54064","553706","2477","684930","0.52"
"2025-10-23T22:47:52.079Z","On-Demand","claude-4.5-sonnet-thinking","No","28482","79135","2155678","12331","2275626","1.09"
"2025-10-23T22:46:18.418Z","On-Demand","claude-4.5-sonnet-thinking","No","12863","28663","168827","1105","211458","0.13"
"2025-10-23T22:43:34.031Z","On-Demand","claude-4.5-sonnet-thinking","No","7390","26560","295447","1755","331152","0.18"
"2025-10-23T22:42:32.153Z","On-Demand","claude-4.5-sonnet-thinking","No","1689","14776","91792","718","108975","0.05"
"2025-10-23T22:41:51.787Z","On-Demand","claude-4.5-sonnet-thinking","No","2423","13367","132310","510","148610","0.06"
"2025-10-23T22:41:05.057Z","On-Demand","claude-4.5-sonnet-thinking","No","10060","13292","33679","1458","58489","0.08"
"2025-10-23T22:35:57.293Z","On-Demand","claude-4.5-sonnet-thinking","No","43415","51289","688657","4164","787525","0.58"
"2025-10-23T22:35:09.237Z","On-Demand","gemini-2.5-pro","No","0","130864","345676","1279","477819","0.14"
"2025-10-23T22:33:28.391Z","On-Demand","gemini-2.5-pro","No","0","152325","147422","1421","301168","0.11"
"2025-10-23T22:27:47.332Z","On-Demand","gemini-2.5-pro","No","0","142697","111355","3221","257273","0.12"
"2025-10-23T22:27:36.952Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","107787","1311","4682","113780","0.03"
"2025-10-23T22:18:33.199Z","On-Demand","gemini-2.5-pro","No","0","82787","105833","538","189158","0.06"
"2025-10-23T22:16:37.540Z","On-Demand","gemini-2.5-pro","No","0","85520","314597","1488","401605","0.13"
"2025-10-23T22:15:20.197Z","On-Demand","gemini-2.5-pro","No","0","180341","104793","1233","286367","0.19"
"2025-10-23T22:04:33.144Z","On-Demand","claude-4.5-sonnet-thinking","No","144563","129853","2856509","6997","3137922","1.68"
"2025-10-23T22:03:38.626Z","On-Demand","gemini-2.5-pro","No","0","56380","81698","1571","139649","0.05"
"2025-10-23T22:02:48.134Z","On-Demand","gemini-2.5-pro","No","0","69547","215760","181","285488","0.10"
"2025-10-23T21:57:00.368Z","On-Demand","gemini-2.5-pro","No","0","98850","1269","1334","101453","0.09"
"2025-10-23T21:44:54.096Z","On-Demand","gemini-2.5-pro","No","0","48730","107774","946","157450","0.07"
"2025-10-23T21:39:38.381Z","On-Demand","gemini-2.5-pro","No","0","39551","105497","777","145825","0.05"
"2025-10-23T21:36:17.454Z","On-Demand","gemini-2.5-pro","No","0","36861","50997","1330","89188","0.04"
"2025-10-23T21:33:28.866Z","On-Demand","gemini-2.5-pro","No","0","38435","96023","773","135231","0.05"
"2025-10-23T21:28:28.914Z","On-Demand","gemini-2.5-pro","No","0","52407","21895","1207","75509","0.06"
"2025-10-23T21:25:45.619Z","On-Demand","gemini-2.5-pro","No","0","53366","245574","1738","300678","0.16"
"2025-10-23T21:24:23.571Z","On-Demand","gemini-2.5-pro","No","0","130824","346771","453","478048","0.13"
"2025-10-23T21:22:22.978Z","On-Demand","gemini-2.5-pro","No","0","185244","462020","321","647585","0.24"
"2025-10-23T21:14:50.074Z","On-Demand","gemini-2.5-pro","No","0","4323","117652","2132","124107","0.06"
"2025-10-23T21:12:21.969Z","On-Demand","gemini-2.5-pro","No","0","200976","1220","2047","204243","0.18"
"2025-10-23T21:12:02.604Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","0","83004","1220","26","84250","0.01"
"2025-10-23T21:08:30.443Z","On-Demand","gpt-5","No","0","102738","133418","5730","241886","0.07"
"2025-10-23T21:05:17.257Z","On-Demand","gpt-5","No","0","99765","259742","2020","361527","0.07"
"2025-10-23T21:03:18.607Z","On-Demand","gpt-5","No","0","224923","3872","1397","230192","0.18"
"2025-10-23T21:00:13.627Z","On-Demand","gemini-2.5-pro","No","0","7894","113871","1951","123716","0.06"
"2025-10-23T20:58:21.101Z","On-Demand","gemini-2.5-pro","No","0","95486","674487","2646","772619","0.27"
"2025-10-23T20:56:07.955Z","On-Demand","gemini-2.5-pro","No","0","91638","98551","396","190585","0.06"
"2025-10-23T20:54:25.468Z","On-Demand","gemini-2.5-pro","No","0","92430","275164","1011","368605","0.14"
"2025-10-23T20:43:15.113Z","On-Demand","gemini-2.5-pro","No","0","59936","70460","1730","132126","0.06"
"2025-10-23T20:41:14.399Z","On-Demand","gemini-2.5-pro","No","0","119885","69319","2185","191389","0.14"
"2025-10-23T20:17:29.945Z","On-Demand","gemini-2.5-pro","No","0","44786","84097","1335","130218","0.07"
"2025-10-23T20:11:27.875Z","On-Demand","gemini-2.5-pro","No","0","29497","20777","237","50511","0.03"
"2025-10-23T20:08:32.652Z","On-Demand","gemini-2.5-pro","No","0","46728","59935","619","107282","0.08"
"2025-10-23T20:03:45.040Z","On-Demand","gemini-2.5-pro","No","0","138148","590080","2418","730646","0.24"
"2025-10-23T20:02:21.413Z","On-Demand","gemini-2.5-pro","No","0","280804","146545","1464","428813","0.27"
"2025-10-23T20:00:32.351Z","On-Demand","gemini-2.5-pro","No","0","284435","594541","2039","881015","0.42"
"2025-10-23T19:58:35.957Z","On-Demand","gemini-2.5-pro","No","0","132191","280196","2334","414721","0.13"
"2025-10-23T19:55:01.378Z","On-Demand","gemini-2.5-pro","No","0","128250","137405","2445","268100","0.08"
"2025-10-23T19:52:16.669Z","On-Demand","gemini-2.5-pro","No","0","125704","137347","2801","265852","0.08"
"2025-10-23T19:47:29.103Z","On-Demand","gemini-2.5-pro","No","0","122896","137380","2248","262524","0.08"
"2025-10-23T19:42:50.168Z","On-Demand","gemini-2.5-pro","No","0","126269","267416","3016","396701","0.13"
"2025-10-23T19:39:29.447Z","On-Demand","gemini-2.5-pro","No","0","257531","137177","1288","395996","0.25"
"2025-10-23T19:35:39.385Z","On-Demand","gemini-2.5-pro","No","0","248780","1923","3373","254076","0.21"
"2025-10-23T19:26:49.914Z","On-Demand","gemini-2.5-pro","No","0","244112","1960","4994","251066","0.21"
"2025-10-23T19:23:11.895Z","On-Demand","gemini-2.5-pro","No","0","231119","1943","2427","235489","0.19"
"2025-10-23T19:20:28.029Z","On-Demand","gemini-2.5-pro","No","0","113133","115053","925","229111","0.07"
"2025-10-23T19:18:36.471Z","On-Demand","gemini-2.5-pro","No","0","19841","332925","457","353223","0.13"
"2025-10-23T19:13:53.647Z","On-Demand","gemini-2.5-pro","No","0","194519","110257","808","305584","0.19"
"2025-10-23T19:11:27.956Z","On-Demand","gemini-2.5-pro","No","0","103743","187624","508","291875","0.10"
"2025-10-23T19:05:09.977Z","On-Demand","gemini-2.5-pro","No","0","84280","177237","177","261694","0.08"
"2025-10-23T19:01:56.163Z","On-Demand","gemini-2.5-pro","No","0","79262","172899","182","252343","0.08"
"2025-10-23T18:56:53.720Z","On-Demand","gemini-2.5-pro","No","0","74492","96247","1116","171855","0.05"
"2025-10-23T18:53:39.942Z","On-Demand","gemini-2.5-pro","No","0","165525","1914","1148","168587","0.13"
"2025-10-23T18:46:17.702Z","On-Demand","gemini-2.5-pro","No","0","160130","1201","825","162156","0.13"
"2025-10-23T18:38:14.558Z","On-Demand","gemini-2.5-pro","No","0","157989","1220","824","160033","0.13"
"2025-10-23T18:32:25.692Z","On-Demand","claude-4.5-sonnet-thinking","No","118052","171908","1536712","3025","1829697","1.28"
"2025-10-23T18:21:33.247Z","Included","code-supernova-1-million","No","0","127898","5196197","8478","5332573","0.01"
"2025-10-23T18:19:44.973Z","Included","code-supernova-1-million","No","0","47751","547036","1931","596718","0.01"
"2025-10-23T18:14:53.069Z","Included","code-supernova-1-million","No","0","49080","1076718","5666","1131464","0.004"
"2025-10-23T18:11:43.924Z","Included","code-supernova-1-million","No","0","62122","1686353","5615","1754090","0.000"
"2025-10-23T18:09:24.477Z","On-Demand","cheetah","No","21604","463","600609","7203","629879","0.17"
"2025-10-23T18:07:46.543Z","Errored, Not Charged","gemini-2.5-pro","No","0","24604","19065","195","43864","0.04"
"2025-10-23T17:58:54.236Z","On-Demand","gemini-2.5-pro","No","0","95226","109559","551","205336","0.16"
"2025-10-23T17:53:52.436Z","On-Demand","gemini-2.5-pro","No","0","131264","129690","800","261754","0.09"
"2025-10-23T17:52:33.875Z","On-Demand","gemini-2.5-pro","No","0","125402","404625","595","530622","0.18"
"2025-10-23T17:49:09.698Z","On-Demand","gemini-2.5-pro","No","0","223886","1182","3719","228787","0.21"
"2025-10-23T17:48:08.545Z","On-Demand","gemini-2.5-pro","No","0","336916","1893","518","339327","0.33"
"2025-10-23T17:44:02.832Z","On-Demand","gemini-2.5-pro","No","0","161703","185156","1245","348104","0.20"
"2025-10-23T17:36:07.991Z","On-Demand","gemini-2.5-pro","No","0","152339","85216","1532","239087","0.16"
"2025-10-23T17:29:29.969Z","On-Demand","gemini-2.5-pro","No","0","143124","75045","857","219026","0.15"
"2025-10-23T17:16:00.295Z","On-Demand","gemini-2.5-pro","No","0","100956","300015","1325","402296","0.18"
"2025-10-23T17:15:02.278Z","Included","claude-4-sonnet","No","0","2851","0","131","2982","0.01"
"2025-10-23T17:08:41.604Z","On-Demand","gemini-2.5-pro","No","0","98449","317043","1994","417486","0.21"
"2025-10-23T16:10:39.438Z","On-Demand","gemini-2.5-pro","No","0","43408","21482","418","65308","0.04"
"2025-10-23T16:09:42.177Z","On-Demand","gemini-2.5-pro","No","0","58153","53068","330","111551","0.09"
"2025-10-23T16:07:40.807Z","On-Demand","gemini-2.5-pro","No","0","208841","121070","293","330204","0.21"
"2025-10-23T15:36:49.231Z","On-Demand","gemini-2.5-pro","No","0","26745","63645","611","91001","0.05"
"2025-10-23T15:35:17.138Z","On-Demand","gemini-2.5-pro","No","0","54958","131056","836","186850","0.12"
"2025-10-23T15:19:13.068Z","On-Demand","gemini-2.5-pro","No","0","116252","241035","908","358195","0.19"
"2025-10-23T14:53:08.967Z","On-Demand","gemini-2.5-pro","No","0","50856","84720","894","136470","0.07"
"2025-10-23T14:47:41.835Z","On-Demand","gemini-2.5-pro","No","0","32456","120574","2865","155895","0.09"
"2025-10-23T14:43:29.448Z","On-Demand","gemini-2.5-pro","No","0","37508","21362","827","59697","0.04"
"2025-10-23T14:39:16.322Z","On-Demand","gemini-2.5-pro","No","0","40884","7019","3114","51017","0.08"
"2025-10-23T14:02:02.825Z","On-Demand","gemini-2.5-pro","No","0","311397","1892","674","313963","0.24"
"2025-10-23T13:42:13.708Z","On-Demand","gemini-2.5-pro","No","0","303491","1187","308","304986","0.23"
"2025-10-23T13:40:05.365Z","On-Demand","gemini-2.5-pro","No","0","300947","165677","1108","467732","0.29"
"2025-10-23T13:38:56.653Z","On-Demand","gemini-2.5-pro","No","0","311419","1968","1196","314583","0.32"
"2025-10-23T01:57:15.331Z","On-Demand","gemini-2.5-pro","No","0","146424","150683","2542","299649","0.10"
"2025-10-23T01:53:13.068Z","On-Demand","gemini-2.5-pro","No","0","139616","745629","2041","887286","0.29"
"2025-10-23T01:52:00.272Z","On-Demand","gemini-2.5-pro","No","0","131681","138606","728","271015","0.08"
"2025-10-23T01:45:25.691Z","On-Demand","gemini-2.5-pro","No","0","139333","823197","1400","963930","0.32"
"2025-10-23T01:43:56.984Z","On-Demand","gemini-2.5-pro","No","0","139890","351140","1363","492393","0.19"
"2025-10-23T01:38:30.830Z","Errored, Not Charged","gemini-2.5-pro","No","0","118314","853202","1889","973405","0.43"
"2025-10-23T01:28:37.763Z","On-Demand","gemini-2.5-pro","No","0","6576","69850","2418","78844","0.05"
"2025-10-23T01:25:54.838Z","On-Demand","gemini-2.5-pro","No","0","53125","69556","1310","123991","0.05"
"2025-10-23T01:24:54.367Z","On-Demand","gemini-2.5-pro","No","0","54057","66563","3583","124203","0.06"
"2025-10-23T01:22:21.763Z","On-Demand","gemini-2.5-pro","No","0","51185","66420","1419","119024","0.05"
"2025-10-23T01:18:25.941Z","On-Demand","gemini-2.5-pro","No","0","47809","66250","1665","115724","0.05"
"2025-10-23T01:16:07.485Z","On-Demand","gemini-2.5-pro","No","0","45763","66118","1913","113794","0.04"
"2025-10-23T01:14:35.885Z","On-Demand","gemini-2.5-pro","No","0","109963","1946","1622","113531","0.10"
"2025-10-23T01:12:20.928Z","On-Demand","gemini-2.5-pro","No","0","47283","62452","1772","111507","0.04"
"2025-10-23T01:09:37.690Z","On-Demand","gemini-2.5-pro","No","0","63190","44566","798","108554","0.05"
"2025-10-23T01:03:38.072Z","On-Demand","gemini-2.5-pro","No","0","67553","112797","2093","182443","0.11"
"2025-10-23T01:00:47.031Z","On-Demand","gemini-2.5-pro","No","0","38643","211208","3440","253291","0.14"
"2025-10-23T00:57:13.405Z","On-Demand","gemini-2.5-pro","No","0","72119","112535","1171","185825","0.06"
"2025-10-23T00:50:08.559Z","On-Demand","gemini-2.5-pro","No","0","176172","208294","3211","387677","0.24"
"2025-10-23T00:28:09.518Z","On-Demand","gemini-2.5-pro","No","0","83524","265582","2037","351143","0.14"
"2025-10-23T00:22:07.072Z","On-Demand","gemini-2.5-pro","No","0","141019","252479","1208","394706","0.21"
"2025-10-23T00:20:10.037Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","84780","48341","320257","2200","455578","0.45"
"2025-10-23T00:14:41.950Z","On-Demand","claude-4.5-sonnet-thinking","No","98938","38926","1177916","9920","1325700","0.88"
"2025-10-22T23:38:04.851Z","On-Demand","claude-4.5-sonnet-thinking","No","90426","31287","575827","3733","701273","0.57"
